Account_No,Age,Gender,Education,Marital_Status,Acc_Type,Months_On_Bank,Credit_Card,Credit_Score,Estimated_Income,Cust_id
4998371321,52,Female,High School,Married,Savings,52,Yes,714,Less than 40K,6022
4998371322,61,Male,Graduate,Single,Savings,35,Yes,694,Unknown,6023
4998371323,51,Female,Doctorate,Married,Savings,33,No,786,Unknown,6024
4998371324,34,Female,Graduate,Single,Savings,27,No,698,Unknown,6025
4998371325,33,Female,Graduate,Single,Savings,46,No,601,Less than 40K,6026
4998371326,38,Female,Unknown,Married,Savings,41,Yes,769,40K - 60K,6027
4998371327,56,Female,College,Single,Savings,44,No,850,Unknown,6028
4998371328,45,Female,Graduate,Single,Savings,50,Yes,646,Unknown,6029
4998371329,44,Male,Uneducated,Divorced,Savings,44,No,659,60K - 80K,6030
4998371330,52,Female,Unknown,Divorced,Savings,33,Yes,487,Less than 40K,6031
4998371331,30,Female,High School,Single,Savings,40,Yes,740,Unknown,6032
4998371332,56,Male,High School,Single,Savings,39,Yes,686,120K +,6033
4998371333,46,Male,Uneducated,Married,Savings,36,Yes,612,80K - 120K,6034
4998371334,34,Male,High School,Unknown,Savings,37,No,655,80K - 120K,6035
4998371335,43,Female,Graduate,Divorced,Savings,34,Yes,617,Unknown,6036
4998371336,37,Male,Unknown,Single,Savings,27,No,674,40K - 60K,6037
4998371337,37,Female,Unknown,Married,Savings,32,Yes,711,Less than 40K,6038
4998371338,49,Female,Unknown,Married,Savings,27,Yes,624,Less than 40K,6039
4998371339,40,Male,Uneducated,Married,Savings,26,No,597,80K - 120K,6040
4998371340,37,Female,Unknown,Single,Savings,46,Yes,682,Less than 40K,6041
4998371341,46,Female,High School,Single,Savings,45,Yes,775,Less than 40K,6042
4998371342,53,Male,Unknown,Single,Savings,29,Yes,727,120K +,6043
4998371343,56,Female,High School,Married,Savings,31,Yes,629,Unknown,6044
4998371344,65,Male,College,Single,Savings,46,Yes,684,Less than 40K,6045
4998371345,50,Female,Doctorate,Single,Savings,37,Yes,549,Less than 40K,6046
4998371346,50,Male,Unknown,Married,Savings,69,No,593,60K - 80K,6047
4998371347,61,Female,Post-Graduate,Married,Savings,40,Yes,536,40K - 60K,6048
4998371348,35,Female,Graduate,Married,Savings,36,No,707,40K - 60K,6049
4998371349,65,Female,Graduate,Single,Savings,41,Yes,592,Less than 40K,6050
4998371350,45,Female,Graduate,Single,Savings,44,Yes,703,40K - 60K,6051
4998371351,50,Female,Post-Graduate,Married,Savings,45,Yes,723,Unknown,6052
4998371352,43,Female,Uneducated,Divorced,Savings,52,No,452,Less than 40K,6053
4998371353,48,Female,Unknown,Married,Savings,42,No,552,Less than 40K,6054
4998371354,41,Female,Graduate,Single,Savings,47,Yes,633,Less than 40K,6055
4998371355,42,Male,Graduate,Single,Savings,23,No,479,60K - 80K,6056
4998371356,52,Female,High School,Single,Savings,25,Yes,768,Less than 40K,6057
4998371357,45,Female,Uneducated,Single,Savings,31,Yes,742,Less than 40K,6058
4998371358,37,Male,High School,Married,Savings,56,Yes,668,40K - 60K,6059
4998371359,48,Male,Post-Graduate,Married,Savings,44,Yes,707,40K - 60K,6060
4998371360,59,Female,Graduate,Married,Savings,39,Yes,754,Less than 40K,6061
4998371361,57,Female,High School,Married,Savings,47,No,544,Less than 40K,6062
4998371362,57,Male,Graduate,Single,Savings,32,Yes,718,120K +,6063
4998371363,40,Female,Post-Graduate,Married,Savings,31,Yes,762,Unknown,6064
4998371364,52,Female,College,Single,Savings,23,Yes,772,Less than 40K,6065
4998371365,43,Female,Uneducated,Married,Savings,37,Yes,691,Less than 40K,6066
4998371366,36,Female,High School,Married,Savings,45,No,502,Less than 40K,6067
4998371367,49,Male,Doctorate,Single,Current,34,No,563,60K - 80K,6068
4998371368,43,Male,High School,Married,Savings,41,Yes,676,60K - 80K,6069
4998371369,39,Female,Unknown,Single,Savings,52,Yes,576,Less than 40K,6070
4998371370,44,Male,High School,Single,Savings,35,No,629,40K - 60K,6071
4998371371,57,Female,Uneducated,Single,Savings,52,Yes,625,Less than 40K,6072
4998371372,55,Male,Post-Graduate,Single,Savings,45,Yes,628,60K - 80K,6073
4998371373,37,Female,Post-Graduate,Married,Savings,36,Yes,471,Less than 40K,6074
4998371374,54,Female,High School,Married,Savings,45,Yes,811,40K - 60K,6075
4998371375,34,Male,Uneducated,Married,Savings,42,No,504,60K - 80K,6076
4998371376,50,Male,Graduate,Single,Savings,24,Yes,687,80K - 120K,6077
4998371377,50,Female,Unknown,Single,Savings,37,No,660,Less than 40K,6078
4998371378,50,Female,High School,Married,Savings,41,No,548,Less than 40K,6079
4998371379,49,Male,Doctorate,Married,Savings,31,Yes,609,60K - 80K,6080
4998371380,41,Female,Graduate,Married,Savings,42,No,659,Unknown,6081
4998371381,52,Male,High School,Married,Savings,52,No,526,120K +,6082
4998371382,54,Female,High School,Single,Savings,40,Yes,725,40K - 60K,6083
4998371383,54,Female,Post-Graduate,Married,Savings,38,Yes,519,Less than 40K,6084
4998371384,50,Female,High School,Single,Savings,31,Yes,562,Less than 40K,6085
4998371385,37,Female,Graduate,Married,Savings,45,Yes,482,40K - 60K,6086
4998371386,50,Female,Graduate,Married,Savings,37,Yes,535,Unknown,6087
4998371387,46,Male,Graduate,Married,Savings,27,Yes,561,80K - 120K,6088
4998371388,47,Male,Uneducated,Married,Savings,30,Yes,661,60K - 80K,6089
4998371389,51,Female,Uneducated,Single,Savings,27,Yes,771,40K - 60K,6090
4998371390,42,Male,Doctorate,Single,Savings,26,No,545,60K - 80K,6091
4998371391,28,Female,Unknown,Married,Savings,33,No,850,Unknown,6092
4998371392,58,Male,High School,Single,Current,43,Yes,601,60K - 80K,6093
4998371393,44,Female,Unknown,Single,Savings,38,Yes,712,Less than 40K,6094
4998371394,40,Female,Unknown,Married,Savings,31,Yes,589,Less than 40K,6095
4998371395,51,Female,High School,Single,Savings,37,Yes,600,Less than 40K,6096
4998371396,56,Male,Graduate,Single,Savings,41,Yes,642,80K - 120K,6097
4998371397,51,Female,Graduate,Married,Savings,47,Yes,575,Less than 40K,6098
4998371398,43,Male,College,Married,Savings,57,No,570,80K - 120K,6099
4998371399,56,Female,Post-Graduate,Unknown,Savings,52,Yes,532,Less than 40K,6100
4998371400,48,Male,College,Single,Current,30,Yes,796,80K - 120K,6101
4998371401,56,Male,Graduate,Married,Savings,32,Yes,833,40K - 60K,6102
4998371402,48,Female,Unknown,Divorced,Savings,36,Yes,642,Less than 40K,6103
4998371403,41,Female,College,Married,Savings,28,No,655,40K - 60K,6104
4998371404,50,Male,Unknown,Married,Savings,50,Yes,736,60K - 80K,6105
4998371405,44,Female,College,Married,Savings,34,Yes,617,Less than 40K,6106
4998371406,54,Male,Post-Graduate,Single,Current,28,Yes,762,80K - 120K,6107
4998371407,48,Female,Graduate,Married,Savings,35,Yes,703,Less than 40K,6108
4998371408,34,Male,High School,Single,Savings,41,Yes,507,40K - 60K,6109
4998371409,59,Female,Graduate,Divorced,Savings,26,Yes,581,Less than 40K,6110
4998371410,41,Female,College,Single,Savings,31,No,593,40K - 60K,6111
4998371411,39,Female,Graduate,Married,Savings,23,Yes,648,Less than 40K,6112
4998371412,50,Female,Graduate,Married,Savings,34,Yes,462,Less than 40K,6113
4998371413,35,Female,Unknown,Divorced,Savings,36,No,596,Unknown,6114
4998371414,34,Female,Unknown,Divorced,Savings,44,Yes,627,Less than 40K,6115
4998371415,46,Female,High School,Married,Savings,40,No,494,Unknown,6116
4998371416,49,Female,Graduate,Married,Savings,73,No,627,40K - 60K,6117
4998371417,49,Male,High School,Single,Savings,37,Yes,850,80K - 120K,6118
4998371418,42,Female,Graduate,Single,Savings,49,No,632,Less than 40K,6119
4998371419,65,Female,College,Single,Savings,33,Yes,490,Less than 40K,6120
4998371420,43,Female,Graduate,Married,Savings,40,Yes,715,Less than 40K,6121
4998371421,38,Female,College,Married,Savings,48,Yes,679,Unknown,6122
4998371422,52,Female,Graduate,Unknown,Savings,44,Yes,619,Less than 40K,6123
4998371423,39,Female,High School,Divorced,Savings,33,Yes,465,40K - 60K,6124
4998371424,48,Female,High School,Divorced,Savings,32,No,736,40K - 60K,6125
4998371425,46,Male,Uneducated,Single,Salary,34,No,501,80K - 120K,6126
4998371426,44,Male,College,Married,Savings,29,No,535,80K - 120K,6127
4998371427,53,Female,Graduate,Married,Savings,33,Yes,759,40K - 60K,6128
4998371428,44,Female,High School,Unknown,Savings,35,No,819,Less than 40K,6129
4998371429,41,Female,High School,Married,Savings,43,No,533,Less than 40K,6130
4998371430,47,Female,Post-Graduate,Married,Savings,35,No,632,Less than 40K,6131
4998371431,54,Female,Uneducated,Married,Savings,60,Yes,686,Less than 40K,6132
4998371432,40,Male,High School,Single,Savings,34,Yes,687,80K - 120K,6133
4998371433,42,Female,Graduate,Married,Savings,33,Yes,667,Less than 40K,6134
4998371434,39,Female,College,Married,Savings,25,Yes,699,40K - 60K,6135
4998371435,41,Female,College,Married,Savings,37,Yes,497,Less than 40K,6136
4998371436,57,Female,Post-Graduate,Married,Savings,33,Yes,780,Less than 40K,6137
4998371437,60,Female,High School,Divorced,Savings,51,Yes,652,Less than 40K,6138
4998371438,51,Male,Graduate,Married,Savings,47,Yes,477,80K - 120K,6139
4998371439,33,Female,High School,Single,Savings,37,Yes,652,Unknown,6140
4998371440,46,Male,Unknown,Single,Savings,31,No,488,80K - 120K,6141
4998371441,63,Male,College,Single,Savings,24,Yes,572,60K - 80K,6142
4998371442,49,Female,High School,Married,Savings,38,Yes,755,40K - 60K,6143
4998371443,41,Female,College,Married,Savings,24,Yes,779,40K - 60K,6144
4998371444,51,Male,High School,Married,Savings,46,Yes,693,80K - 120K,6145
4998371445,46,Female,College,Divorced,Savings,22,Yes,530,40K - 60K,6146
4998371446,41,Female,Unknown,Single,Savings,33,No,738,Less than 40K,6147
4998371447,46,Female,High School,Married,Savings,31,Yes,690,Unknown,6148
4998371448,34,Female,Uneducated,Single,Savings,30,Yes,611,Less than 40K,6149
4998371449,45,Female,Unknown,Married,Savings,34,Yes,643,Less than 40K,6150
4998371450,27,Female,Graduate,Divorced,Savings,41,Yes,632,Unknown,6151
4998371451,54,Female,Doctorate,Single,Savings,31,No,727,Less than 40K,6152
4998371452,41,Male,High School,Divorced,Savings,64,Yes,508,80K - 120K,6153
4998371453,48,Female,Graduate,Married,Savings,31,Yes,550,Less than 40K,6154
4998371454,45,Female,Graduate,Married,Savings,39,Yes,754,Less than 40K,6155
4998371455,39,Female,Graduate,Single,Savings,26,Yes,759,Less than 40K,6156
4998371456,46,Female,Doctorate,Divorced,Savings,33,No,794,Less than 40K,6157
4998371457,47,Female,Unknown,Single,Savings,29,Yes,549,Less than 40K,6158
4998371458,45,Female,Graduate,Single,Savings,31,Yes,671,Less than 40K,6159
4998371459,49,Male,Uneducated,Married,Savings,26,No,756,80K - 120K,6160
4998371460,40,Female,Graduate,Married,Savings,21,Yes,632,Less than 40K,6161
4998371461,45,Male,Post-Graduate,Divorced,Savings,38,No,579,60K - 80K,6162
4998371462,34,Female,High School,Divorced,Savings,34,Yes,748,Less than 40K,6163
4998371463,44,Male,Graduate,Married,Savings,28,Yes,488,80K - 120K,6164
4998371464,42,Male,Graduate,Single,Savings,58,No,710,60K - 80K,6165
4998371465,47,Female,High School,Married,Savings,41,Yes,619,Unknown,6166
4998371466,42,Male,Graduate,Single,Savings,64,No,773,80K - 120K,6167
4998371467,51,Female,Uneducated,Married,Savings,75,No,657,Unknown,6168
4998371468,52,Male,College,Married,Savings,26,Yes,579,80K - 120K,6169
4998371469,44,Male,College,Unknown,Savings,29,Yes,542,60K - 80K,6170
4998371470,47,Female,College,Single,Savings,32,Yes,709,Less than 40K,6171
4998371471,48,Female,Unknown,Married,Savings,61,Yes,617,Less than 40K,6172
4998371472,50,Female,Uneducated,Unknown,Savings,43,Yes,568,Unknown,6173
4998371473,51,Female,High School,Single,Savings,73,Yes,769,Less than 40K,6174
4998371474,47,Female,College,Married,Savings,26,No,608,Less than 40K,6175
4998371475,47,Female,High School,Single,Savings,31,Yes,503,Less than 40K,6176
4998371476,50,Female,Unknown,Married,Savings,38,Yes,608,40K - 60K,6177
4998371477,39,Female,Unknown,Married,Savings,37,No,731,Less than 40K,6178
4998371478,48,Female,High School,Married,Savings,40,No,850,Unknown,6179
4998371479,45,Female,Unknown,Married,Savings,34,Yes,591,Less than 40K,6180
4998371480,49,Male,Post-Graduate,Single,Current,37,Yes,579,40K - 60K,6181
4998371481,35,Female,Graduate,Single,Savings,39,Yes,570,Less than 40K,6182
4998371482,34,Female,Graduate,Married,Savings,37,Yes,709,40K - 60K,6183
4998371483,59,Female,College,Single,Savings,53,No,611,Less than 40K,6184
4998371484,52,Male,High School,Single,Savings,48,No,775,80K - 120K,6185
4998371485,58,Male,Doctorate,Single,Savings,36,Yes,699,Less than 40K,6186
4998371486,51,Female,Unknown,Single,Savings,37,No,618,Less than 40K,6187
4998371487,59,Female,Graduate,Single,Savings,36,No,704,Less than 40K,6188
4998371488,50,Female,Doctorate,Single,Savings,47,Yes,835,40K - 60K,6189
4998371489,49,Female,Graduate,Single,Savings,39,Yes,714,Less than 40K,6190
4998371490,61,Female,High School,Married,Savings,43,No,581,Less than 40K,6191
4998371491,47,Male,Uneducated,Unknown,Savings,27,Yes,592,40K - 60K,6192
4998371492,52,Female,Post-Graduate,Married,Savings,43,Yes,551,40K - 60K,6193
4998371493,38,Male,Uneducated,Married,Savings,28,No,689,Less than 40K,6194
4998371494,34,Female,Graduate,Single,Savings,56,No,604,Unknown,6195
4998371495,57,Female,Doctorate,Married,Savings,41,Yes,514,Less than 40K,6196
4998371496,47,Female,Graduate,Single,Savings,29,Yes,698,Unknown,6197
4998371497,55,Female,Graduate,Married,Savings,54,Yes,581,Less than 40K,6198
4998371498,55,Male,Unknown,Single,Savings,31,Yes,573,80K - 120K,6199
4998371499,57,Female,High School,Married,Savings,33,No,449,Less than 40K,6200
4998371500,43,Female,Graduate,Divorced,Savings,31,No,850,Unknown,6201
4998371501,65,Female,High School,Single,Savings,41,No,612,Less than 40K,6202
4998371502,55,Female,Uneducated,Married,Savings,49,No,690,Less than 40K,6203
4998371503,54,Female,Graduate,Married,Savings,49,Yes,599,Unknown,6204
4998371504,44,Female,College,Married,Savings,33,Yes,498,Less than 40K,6205
4998371505,55,Female,Graduate,Unknown,Savings,29,No,497,Less than 40K,6206
4998371506,39,Female,College,Married,Savings,51,No,802,Less than 40K,6207
4998371507,37,Female,College,Married,Savings,33,Yes,644,Less than 40K,6208
4998371508,55,Female,Graduate,Married,Savings,34,Yes,714,Less than 40K,6209
4998371509,46,Female,Doctorate,Married,Savings,40,No,690,Less than 40K,6210
4998371510,44,Male,Unknown,Single,Savings,30,Yes,522,80K - 120K,6211
4998371511,57,Female,Graduate,Married,Savings,40,No,502,Less than 40K,6212
4998371512,54,Female,Post-Graduate,Married,Savings,62,Yes,730,Unknown,6213
4998371513,38,Female,High School,Single,Savings,36,Yes,590,Less than 40K,6214
4998371514,48,Female,Unknown,Single,Savings,35,Yes,458,Less than 40K,6215
4998371515,34,Female,High School,Single,Savings,41,Yes,553,Less than 40K,6216
4998371516,44,Female,College,Married,Savings,47,Yes,479,Less than 40K,6217
4998371517,39,Male,Uneducated,Single,Savings,31,Yes,693,60K - 80K,6218
4998371518,40,Female,Graduate,Single,Savings,43,Yes,707,Less than 40K,6219
4998371519,41,Female,Uneducated,Single,Savings,37,Yes,636,Unknown,6220
4998371520,43,Female,High School,Unknown,Savings,33,Yes,807,40K - 60K,6221
4998371521,50,Female,Graduate,Unknown,Savings,45,Yes,513,Less than 40K,6222
4998371522,54,Female,High School,Unknown,Savings,31,Yes,582,Less than 40K,6223
4998371523,47,Female,Post-Graduate,Single,Savings,32,Yes,694,40K - 60K,6224
4998371524,51,Male,Graduate,Married,Savings,39,Yes,777,60K - 80K,6225
4998371525,49,Female,Doctorate,Divorced,Savings,32,Yes,598,Unknown,6226
4998371526,43,Male,College,Married,Savings,46,No,762,60K - 80K,6227
4998371527,36,Female,Unknown,Unknown,Savings,34,Yes,588,Less than 40K,6228
4998371528,47,Female,Unknown,Single,Savings,42,Yes,663,Less than 40K,6229
4998371529,45,Female,Graduate,Married,Savings,36,Yes,777,Less than 40K,6230
4998371530,49,Male,Unknown,Married,Savings,71,No,592,60K - 80K,6231
4998371531,48,Female,Unknown,Unknown,Savings,48,Yes,631,Less than 40K,6232
4998371532,52,Male,Doctorate,Married,Savings,47,No,725,80K - 120K,6233
4998371533,46,Male,Doctorate,Married,Savings,34,Yes,850,80K - 120K,6234
4998371534,45,Female,Unknown,Single,Savings,37,Yes,540,Less than 40K,6235
4998371535,49,Female,Uneducated,Married,Savings,36,Yes,674,40K - 60K,6236
4998371536,43,Female,Post-Graduate,Single,Savings,38,No,553,Less than 40K,6237
4998371537,40,Female,Graduate,Single,Savings,28,Yes,630,Less than 40K,6238
4998371538,48,Female,Unknown,Unknown,Savings,26,Yes,466,40K - 60K,6239
4998371539,53,Female,Unknown,Single,Savings,47,Yes,613,Less than 40K,6240
4998371540,54,Female,Graduate,Married,Savings,27,Yes,558,Unknown,6241
4998371541,48,Male,Post-Graduate,Single,Savings,33,Yes,775,60K - 80K,6242
4998371542,39,Female,Graduate,Single,Current,52,Yes,698,Less than 40K,6243
4998371543,45,Female,Graduate,Single,Savings,33,Yes,608,Less than 40K,6244
4998371544,45,Female,College,Single,Savings,20,Yes,670,Less than 40K,6245
4998371545,56,Male,Uneducated,Single,Savings,39,No,591,60K - 80K,6246
4998371546,27,Female,Unknown,Single,Savings,40,No,633,Less than 40K,6247
4998371547,47,Female,High School,Married,Savings,46,No,678,Less than 40K,6248
4998371548,48,Male,Graduate,Divorced,Savings,47,Yes,590,60K - 80K,6249
4998371549,30,Female,Graduate,Single,Savings,48,No,705,Less than 40K,6250
4998371550,52,Female,College,Single,Savings,42,Yes,608,Less than 40K,6251
4998371551,35,Female,College,Single,Savings,37,Yes,682,Less than 40K,6252
4998371552,38,Female,Graduate,Married,Savings,32,No,596,Less than 40K,6253
4998371553,44,Female,Graduate,Single,Savings,34,Yes,395,Less than 40K,6254
4998371554,53,Female,High School,Married,Savings,37,Yes,578,40K - 60K,6255
4998371555,43,Female,College,Divorced,Savings,55,Yes,547,Unknown,6256
4998371556,46,Female,Unknown,Single,Savings,37,Yes,609,Less than 40K,6257
4998371557,40,Female,Unknown,Married,Savings,36,Yes,774,40K - 60K,6258
4998371558,43,Female,Graduate,Married,Savings,27,Yes,712,40K - 60K,6259
4998371559,56,Female,Graduate,Single,Savings,28,Yes,585,Less than 40K,6260
4998371560,48,Female,High School,Single,Savings,32,Yes,666,40K - 60K,6261
4998371561,31,Female,Uneducated,Divorced,Savings,35,No,708,Unknown,6262
4998371562,41,Male,Doctorate,Married,Savings,44,No,513,40K - 60K,6263
4998371563,47,Female,Uneducated,Single,Savings,37,Yes,445,Less than 40K,6264
4998371564,43,Female,High School,Married,Savings,44,No,690,Less than 40K,6265
4998371565,50,Female,High School,Married,Savings,37,Yes,850,Less than 40K,6266
4998371566,39,Female,Unknown,Married,Savings,33,Yes,537,40K - 60K,6267
4998371567,51,Male,Unknown,Married,Savings,48,No,705,120K +,6268
4998371568,40,Male,High School,Married,Savings,45,Yes,670,Less than 40K,6269
4998371569,50,Female,Graduate,Unknown,Savings,36,Yes,652,Less than 40K,6270
4998371570,41,Female,College,Married,Savings,24,No,696,40K - 60K,6271
4998371571,37,Female,Doctorate,Single,Savings,49,Yes,747,40K - 60K,6272
4998371572,56,Female,Doctorate,Single,Savings,46,Yes,511,40K - 60K,6273
4998371573,47,Male,High School,Single,Savings,43,No,743,60K - 80K,6274
4998371574,44,Female,Post-Graduate,Divorced,Savings,52,Yes,532,Less than 40K,6275
4998371575,38,Male,Graduate,Married,Savings,33,Yes,642,80K - 120K,6276
4998371576,45,Female,Graduate,Unknown,Savings,54,Yes,554,Less than 40K,6277
4998371577,47,Female,College,Married,Savings,34,Yes,604,Less than 40K,6278
4998371578,39,Female,High School,Married,Savings,72,Yes,602,Less than 40K,6279
4998371579,48,Female,Graduate,Single,Savings,55,Yes,757,Less than 40K,6280
4998371580,53,Female,Graduate,Divorced,Savings,26,Yes,491,Less than 40K,6281
4998371581,51,Female,Graduate,Single,Savings,31,No,850,40K - 60K,6282
4998371582,41,Female,High School,Single,Savings,22,Yes,521,Less than 40K,6283
4998371583,38,Female,Uneducated,Single,Savings,37,Yes,726,Less than 40K,6284
4998371584,36,Female,Post-Graduate,Married,Savings,33,Yes,596,Less than 40K,6285
4998371585,46,Female,Post-Graduate,Single,Savings,35,No,850,Less than 40K,6286
4998371586,58,Female,High School,Married,Savings,41,Yes,637,40K - 60K,6287
4998371587,44,Female,High School,Unknown,Savings,32,No,690,Less than 40K,6288
4998371588,41,Male,Unknown,Married,Savings,40,Yes,689,80K - 120K,6289
4998371589,42,Female,Post-Graduate,Married,Savings,63,Yes,633,Less than 40K,6290
4998371590,42,Male,Uneducated,Single,Savings,27,Yes,555,80K - 120K,6291
4998371591,45,Female,Uneducated,Married,Savings,24,No,563,Less than 40K,6292
4998371592,44,Female,Uneducated,Single,Savings,33,No,494,Unknown,6293
4998371593,41,Female,Graduate,Married,Savings,27,Yes,534,Unknown,6294
4998371594,35,Male,Unknown,Single,Savings,42,Yes,696,Less than 40K,6295
4998371595,48,Female,Doctorate,Single,Savings,50,No,535,Less than 40K,6296
4998371596,43,Female,Post-Graduate,Single,Savings,34,No,600,40K - 60K,6297
4998371597,36,Female,Doctorate,Unknown,Savings,34,No,807,Less than 40K,6298
4998371598,44,Male,Doctorate,Unknown,Savings,52,No,714,40K - 60K,6299
4998371599,43,Female,College,Single,Savings,24,Yes,590,Less than 40K,6300
4998371600,52,Female,College,Divorced,Savings,41,Yes,614,Less than 40K,6301
4998371601,61,Female,High School,Single,Savings,45,Yes,766,Less than 40K,6302
4998371602,50,Female,Unknown,Single,Savings,42,No,557,Less than 40K,6303
4998371603,43,Male,High School,Married,Savings,49,Yes,788,60K - 80K,6304
4998371604,48,Female,High School,Married,Savings,38,No,648,Less than 40K,6305
4998371605,35,Female,Unknown,Divorced,Savings,33,Yes,726,Less than 40K,6306
4998371606,39,Male,Unknown,Single,Savings,33,Yes,773,80K - 120K,6307
4998371607,59,Female,Post-Graduate,Single,Savings,27,Yes,583,Less than 40K,6308
4998371608,58,Female,High School,Single,Savings,52,Yes,565,Less than 40K,6309
4998371609,51,Male,High School,Single,Savings,25,No,705,80K - 120K,6310
4998371610,64,Male,Graduate,Single,Savings,43,Yes,685,Less than 40K,6311
4998371611,50,Male,High School,Married,Savings,29,Yes,741,120K +,6312
4998371612,46,Female,Unknown,Unknown,Savings,28,Yes,658,Less than 40K,6313
4998371613,49,Male,Graduate,Married,Savings,27,Yes,575,80K - 120K,6314
4998371614,53,Female,Uneducated,Single,Savings,41,Yes,844,Less than 40K,6315
4998371615,54,Male,Graduate,Single,Savings,67,Yes,559,60K - 80K,6316
4998371616,42,Female,High School,Married,Savings,37,No,725,Less than 40K,6317
4998371617,43,Female,Graduate,Married,Savings,29,Yes,450,Less than 40K,6318
4998371618,46,Male,Graduate,Divorced,Savings,57,No,738,80K - 120K,6319
4998371619,38,Female,Graduate,Single,Savings,19,Yes,642,Less than 40K,6320
4998371620,47,Female,Graduate,Single,Savings,32,No,618,40K - 60K,6321
4998371621,37,Male,Uneducated,Unknown,Savings,47,Yes,590,60K - 80K,6322
4998371622,47,Male,Post-Graduate,Married,Savings,50,No,735,40K - 60K,6323
4998371623,43,Male,Uneducated,Single,Savings,34,No,550,60K - 80K,6324
4998371624,56,Female,High School,Married,Savings,28,Yes,729,Less than 40K,6325
4998371625,43,Male,Graduate,Married,Savings,59,Yes,743,60K - 80K,6326
4998371626,45,Female,Graduate,Married,Savings,31,Yes,555,Unknown,6327
4998371627,47,Female,Uneducated,Single,Savings,36,Yes,667,Less than 40K,6328
4998371628,43,Female,Graduate,Married,Savings,41,No,790,Unknown,6329
4998371629,44,Male,Graduate,Married,Savings,34,Yes,727,60K - 80K,6330
4998371630,52,Female,Graduate,Unknown,Savings,39,No,744,40K - 60K,6331
4998371631,52,Female,Graduate,Single,Savings,35,Yes,629,Less than 40K,6332
4998371632,43,Female,High School,Single,Savings,35,Yes,619,Unknown,6333
4998371633,49,Male,Unknown,Married,Savings,34,Yes,634,40K - 60K,6334
4998371634,40,Male,Graduate,Unknown,Savings,35,Yes,608,40K - 60K,6335
4998371635,50,Female,Unknown,Single,Savings,35,No,507,Less than 40K,6336
4998371636,43,Male,High School,Single,Savings,35,No,536,60K - 80K,6337
4998371637,53,Male,Graduate,Married,Savings,43,Yes,730,80K - 120K,6338
4998371638,42,Female,High School,Single,Savings,39,No,583,Unknown,6339
4998371639,55,Female,Graduate,Single,Current,24,Yes,644,Less than 40K,6340
4998371640,40,Male,Uneducated,Married,Savings,37,Yes,790,60K - 80K,6341
4998371641,41,Male,High School,Married,Savings,40,Yes,807,60K - 80K,6342
4998371642,47,Female,Post-Graduate,Married,Savings,37,Yes,581,Less than 40K,6343
4998371643,46,Male,High School,Single,Savings,55,No,627,60K - 80K,6344
4998371644,50,Female,Graduate,Single,Savings,41,Yes,850,Unknown,6345
4998371645,33,Male,Uneducated,Married,Savings,35,Yes,754,80K - 120K,6346
4998371646,45,Female,High School,Married,Savings,50,No,551,Less than 40K,6347
4998371647,53,Male,High School,Married,Savings,35,Yes,637,40K - 60K,6348
4998371648,36,Male,Graduate,Married,Savings,31,Yes,699,80K - 120K,6349
4998371649,55,Female,Unknown,Single,Savings,25,No,542,Less than 40K,6350
4998371650,42,Female,Post-Graduate,Married,Savings,48,No,640,Less than 40K,6351
4998371651,51,Female,Uneducated,Married,Savings,27,No,553,Less than 40K,6352
4998371652,44,Female,Graduate,Single,Savings,38,Yes,741,Less than 40K,6353
4998371653,47,Male,Post-Graduate,Single,Savings,35,Yes,598,60K - 80K,6354
4998371654,46,Female,Unknown,Single,Savings,42,Yes,660,Less than 40K,6355
4998371655,57,Female,Graduate,Married,Savings,41,No,618,Less than 40K,6356
4998371656,43,Female,Post-Graduate,Married,Savings,43,Yes,647,Less than 40K,6357
4998371657,61,Female,Graduate,Single,Savings,68,No,491,Unknown,6358
4998371658,51,Male,Graduate,Divorced,Savings,32,Yes,652,120K +,6359
4998371659,44,Female,Post-Graduate,Single,Savings,45,Yes,650,Less than 40K,6360
4998371660,46,Female,Graduate,Married,Savings,39,Yes,413,Less than 40K,6361
4998371661,52,Female,Graduate,Married,Savings,25,Yes,416,40K - 60K,6362
4998371662,45,Male,Graduate,Married,Savings,34,Yes,629,60K - 80K,6363
4998371663,35,Female,Graduate,Single,Savings,40,Yes,678,Unknown,6364
4998371664,59,Female,Post-Graduate,Single,Savings,28,Yes,527,Less than 40K,6365
4998371665,46,Female,Doctorate,Single,Savings,48,No,743,Less than 40K,6366
4998371666,43,Male,Graduate,Single,Savings,73,Yes,683,60K - 80K,6367
4998371667,35,Male,Doctorate,Single,Savings,41,Yes,536,80K - 120K,6368
4998371668,44,Male,High School,Divorced,Savings,52,Yes,663,80K - 120K,6369
4998371669,57,Female,Graduate,Married,Savings,38,No,646,Less than 40K,6370
4998371670,50,Male,Unknown,Married,Savings,35,Yes,707,60K - 80K,6371
4998371671,55,Male,Uneducated,Single,Current,34,Yes,602,60K - 80K,6372
4998371672,48,Male,High School,Unknown,Savings,47,Yes,635,60K - 80K,6373
4998371673,59,Female,High School,Married,Savings,67,No,597,40K - 60K,6374
4998371674,36,Female,College,Unknown,Savings,38,Yes,503,Unknown,6375
4998371675,43,Male,Graduate,Married,Savings,64,Yes,524,80K - 120K,6376
4998371676,55,Female,College,Single,Savings,46,Yes,700,Less than 40K,6377
